"accounts.mobile.devices.serial_number","Numéro de Série","53"
"accounts.accounts.no_account","Aucun compte","53"
"accounts.accounts.enabled_accounts","Comptes activés","53"
"accounts.accounts.activable_accounts","Comptes activables","53"
"accounts.accounts.disabled_accounts","Comptes désactivés","53"
"accounts.accounts.request_access_to","Demander l'accès au compte {{ account }}","53"
"accounts.accounts.change_password_ok","Votre mot de passe a bien été changé.","53"
"accounts.accounts.change_password","Changer le mot de passe","53"
"accounts.accounts.change_questions","Changer les questions secrètes","53"
"accounts.accounts.change_questions_ok","Vos questions ont bien été changées.","53"
"accounts.accounts.related_apps","Applications associées","53"
"accounts.accounts.enabled","Activé","53"
"accounts.accounts.information","Détails du compte","53"
"accounts.accounts.request","Demander l'accès{{ name ? (' pour le compte: ' + name) : ' à un compte' }}","53"
"accounts.accounts.request.choose","Application","53"
"accounts.accounts.request.password","Mot de passe","53"
"accounts.accounts.request.questions","Questions secrètes","53"
"accounts.accounts.request.finish","Demande d'accès","53"
"accounts.accounts.request.success","Votre compte a été demandé.","53"
"accounts.accounts.not_compliant","Votre mot de passe ne respecte pas la politique de mot de passe.","53"
"accounts.accounts.compliant","Votre mot de passe respecte la politique de mot de passe.","53"
"accounts.accounts.not_confirmed","Votre mot de passe n'est pas confirmé.","53"
"accounts.accounts.confirmed","Votre mot de passe est confirmé","53"
"accounts.accounts.password","Mot de passe","53"
"accounts.accounts.old_password","Ancien mot de passe","53"
"accounts.accounts.new_password","Nouveau mot de passe","53"
"accounts.accounts.password_confirm","Veuillez confirmer","53"
"accounts.accounts.secret_question_n","Question secrète {{ n }}","53"
"accounts.accounts.policy.length_8_15","Doit être comosé entre 8 et 15 caractères","53"
"accounts.accounts.policy.two_lowercase_letters","Doit contenir au moins deux minuscules","53"
"accounts.accounts.policy.two_digits","Doit contenir au moins deux chiffres","53"
"accounts.accounts.policy.begin_end_letter","Doit commencer et terminer par une lettre","53"
"accounts.accounts.policy.ge_sso_id","Ne doit pas contenir votre identifiant GE SSO","53"
"accounts.accounts.policy.questions","Vous devez sélectionner et répondre à {{ nb }} questions","53"
"accounts.accounts.ge.sso_i","GE SSO ID","53"
"accounts.accounts.alstom.id","Alstom ID","53"
"accounts.partners.mft","MFT","53"
"accounts.partners.email","Email","53"
"accounts.partners.firm","Nom d'entreprise","53"
"accounts.partners.expiration_date","Date d'expiration","53"
"accounts.partners.desactivate","Désactiver","53"
"accounts.partners.activate","Activer","53"
"accounts.partners.add","Ajouter un nouveau partenaire","53"
"accounts.partners.inactive","Inactif","53"
"accounts.partners.first_name","Prénom","53"
"accounts.partners.last_name","Nom","53"
"accounts.partners.edit.confirm","Enregistrer les changements","53"
"accounts.partners.add.confirm","Ajouter ce partenaire","53"
"accounts.partners.msgemail","Adresse email invalide","53"
"accounts.partners.no_partners","Vous n'avez pas de compte MFT.","53"
"accounts.partners.no_mft_account.title","Vous n'avez aucun compte Managed File Transfer","53"
"accounts.partners.no_mft_account.description","Soit votre demande pour un compte Managed File Transfer n'est pas encore synchronisé soit vous n'avez pas encore demandé de compte.<br />Si vous avez déjà demandé un compte Managed File Transfer, il peut ne pas être synchronisé.<br />Si vous n'avez pas demandé de compte Managed File Transfer, allez dans 'Ajouter une applicaion' dans l'onglet My Accounts and sélectionnez Managed File Transfer.","53"
"support.title_home","Bienvenue dans My Support","53"
"support.menu.myServiceDesk","My Service Desk","53"
"support.menu.myAlstomWorld","My Alstom World","53"
"support.menu.survey","Sondage de satisfaction","53"
"support.my_alstom_world.name","My Alstom World","53"
"support.my_alstom_world.presentation","Retrouver <strong>toutes les informations de votre site</strong> parmi les 1200 sites Alstom: emplacement de l'IT KIOSK, statut du service BYOD, Téléprésence et Salles de Vidéoconférences…","53"
"support.my_alstom_world.error","Désolé... Erreur avec l'information du site.","53"
"support.my_alstom_world.title","Découverte des services sur votre site","53"
"support.my_alstom_world.default_content","Vous pouvez trouvez, dans cet outil, les informations de plus de 1200 sites concernant : IT KIOSK, Wifi, téléprésence et services de vidéoconférences et bien plus.<br /><br /> Vous pouvez cherchez un site à partir de la barre de recherche ou en cliquant sur la carte intéractive à droite.","53"
"support.my_alstom_world.content_tpvc","Pour réserver votre téléprésence ou votre salle de vidéconférence, suivez les indications <a ui-sref='al.mySupport.myItLearning.show({idSolution:50001})'>ici</a> ou appelez le service au +33 1 70 48 03 68, 24h/24 7j/7.","53"
"support.my_alstom_world.content_it_kiosk","Veuillez trouver ci-dessous les informations de votre IT KIOSK:","53"
"support.my_alstom_world.content_support","Veuillez trouvez ci-dessous votre contact au Service Desk :","53"
"support.my_alstom_world.content_services","Veuillez trouver ci-dessous les services disponibles sur votre site:","53"
"support.my_alstom_world.no_result","Désolé, aucun résultat trouvé.","53"
"support.my_alstom_world.result","résultats","53"
"support.my_alstom_world.too_many_results","Désolé, vos critères de recheche ont retouné trop de résultats.<br />Veuillez affiner votre recherche soit en sélectionnant un autre filtre soit en exécutant une recherche plus spécifique.","53"
"support.my_alstom_world.sc","SmartCard","53"
"support.my_alstom_world.wifi_fs","Wifi","53"
"support.my_alstom_world.see_more","Voir plus","53"
"support.my_alstom_world.tab_title.general_info","Informations","53"
"support.my_alstom_world.tab_title.it_kiosk","IT Kiosk","53"
"support.my_alstom_world.tab_title.tpvc","Téléprésence & Vidéo Conférence","53"
"support.my_alstom_world.tab_title.tp","Téléprésence","53"
"support.my_alstom_world.tab_title.vc","Vidéo Conférence","53"
"support.my_alstom_world.tab_title.support","Support","53"
"support.my_alstom_world.tab_title.services","Services","53"
"support.my_alstom_world.filter_category.services","Tous les services disponibles","53"
"support.my_alstom_world.filter_category.sectors","Tous les secteurs","53"
"support.my_alstom_world.filters.services.it_kiosk","IT Kiosk","53"
"support.my_alstom_world.filters.services.byod","BYOD","53"
"support.my_alstom_world.filters.services.telepresence","Téléprésence","53"
"support.my_alstom_world.filters.services.videoconference","Vidéoconférence","53"
"support.my_alstom_world.filters.services.smartcard","Smartcard","53"
"support.my_alstom_world.filters.services.site_wifi","Site Wifi","53"
"support.my_alstom_world.filters.sectors.transport","Transport","53"
"support.my_alstom_world.filters.sectors.grid","GRID","53"
"support.my_alstom_world.filters.sectors.renewable_power","Energie renouvelable","53"
"support.my_alstom_world.filters.sectors.thermal_power","Energie thermique","53"
"support.my_alstom_world.filters.sectors.corporate","Corporate","53"
"support.my_alstom_world.sectors.title","Secteurs","53"
"support.my_service_desk.name","My Service Desk","53"
"support.my_service_desk.presentation","Obtenir plus d'information à propos du <strong>Service Desk</strong> and accédez à la <strong>liste complète des numéros pour appeler directement votre support IT</strong>.","53"
"support.my_service_desk.select_country","Veuillez sélectionner votre pays dans la liste.<br /> Si votre pays n'est pas présent dans la liste, choisissez un autre pays.","53"
"support.my_service_desk.title_contact","My Service Desk Contact","53"
"support.my_service_desk.title_instruction","IT Incident instructions","53"
"support.my_service_desk.go_chat","Démarrer la conversation maintenant","53"
"support.my_service_desk.phone_number","Numéro principal","53"
"support.my_service_desk.alt_number","Autre numéro","53"
"support.my_service_desk.short_num","Site - Numéro court","53"
"support.my_service_desk.email","Email","53"
"support.my_service_desk.default_option_country","Autre pays","53"
"support.my_service_desk.default_option_site","Autre site","53"
"support.my_service_desk.content.register_incident","<b>Pour enregistrer un Incident IT:</b><ul><li><span class=""option"">Option 1:</span> Enregistrer un incident dans ITSM7.<br>Les instructions peuvent être trouvées en suivant les liens : <a href=""https://teamspace.alstom.com/sites/ISTApplications_Team/ITSM7/IM%20Master%20the%20tool/How%20to%20raise%20an%20Incident%20in%20ITSM7.6%20ENGLISH%20version.pdf"">English</a> ou <a href=""https://teamspace.alstom.com/sites/ISTApplications_Team/ITSM7/IM%20Master%20the%20tool/How%20to%20raise%20an%20Incident%20in%20ITSM7.6%20FRENCH%20version.pdf"">Français</a>.</li><li><span class=""option"">Option 2:</span> Contacter votre team EUSS locale.<a href=""https://teamspace.alstom.com/sites/CoEndUsersSnS_Community/public_area/Public%20Information/EUSS_Country_Managers.xlsx"">Cliquez ici</a> pour voir les personnes EUSS disponibles dans votre pays.</li><li><span class=""option"">Option 3:</span> Se présenter au Kiosk, si disponible sur le site.</li></ul>","53"
"support.my_service_desk.content.follow_incident","<b>Pour suivre l'avancement d'un incident IT:</b><br />Vous pouvez suivre votre incident avec <a href=""http://itservices.alstom.com/"">l'application Alstom IT Service Management Tool.</a>Se connecter en utilisant votre nom d'utilisateur Alstom et votre mot de passe CAD (Nom d'utilisateur ou mot de passe oublié ? <a href=""http://itservices.alstom.com/arsys/shared/LoginInfo.jsp"">Cliquez ici</a>). Ensuite:<ol class=""helpdesklist""><li>Dans ""Submitted Requests"", cliquez sur ""Open Requests""</li><li>Sélectionnez une demande dans la liste</li><li>La partie ""Activity Log"" affichée en-dessous du statut de la demande</li></ol>","53"
"support.my_service_desk.content.country_with_support_info","Le Servide Desk IS&amp;T est à votre disposition dans votre pays vous souhaitez émettre un incident IT ou si vous souhaitez des coinseils IT.<br />Dans plus de 70%  des cas, le service desk IS&amp;T résoudra votre problème pendant l'appel !<br><hr><u><i>Note:</i></u> Cas des applications s'appuyant sur le modèle du are Key User. Les incidents, dans ce cas, doivent être émis par les personnes qualifiées de Key User pour ces applicaitons. Si vous ne savez pas si le le problème est dû à l'application ou si vous ne connaissez pas le Key User de l'application, vous pouvez contacter le Service Desk et ils vous indiquerons ce que vous devrez faire et qui vous devrez contacter. Pour plus d'informations sur le support par les Key Users, <a href=""https://online.alstom.com/Tools-Applications/SimplicITy/Documents/Incident%20request_v3.pdf"">cliquez ici</a>.","53"
"support.my_service_desk.content.country_with_support_register_incident","<b>Pour enregistrer un incident IT:</b><ol class=""helpdesklist""><li>Appelez le numéro de téléphone ci-dessus.</li><li>Sélectionnez l'option que vous pensez la plus appropriée sur le clavier du téléphone (mettre le téléphone en mode Vocal Frequency / DTMF si nécessaire)</li><li>Préparez votre Alstom ID puisque le Service Desk IS&amp;T vous le demandera pour vous identifier.</li></ol>","53"
"support.my_service_desk.content.country_with_support_register_incident_with_chat","<b>Pour déclarer un incident IT par messagerie instantannée:</b><ol class=""helpdesklist""><li>Cliquez sur &ldquo;Start Chat Now&rdquo; dans le cadre ci-dessous</li><li>Une nouvelle fenêtre s'ouvrira</li><li>Suivez les indications à l'écran</li></ol><b>Pour enregistrer un incident IT par téléphone:</b><ol class=""helpdesklist""><li>Appelez le numéro de téléphone ci-dessus.</li><li>Sélectionnez l'option que vous pensez la plus appropriée sur le clavier du téléphone (mettre le téléphone en mode Vocal Frequency / DTMF si nécessaire)</li><li>Préparez votre Alstom ID puisque le Service Desk IS&amp;T vous le demandera pour vous identifier.</li></ol>","53"
"support.my_service_desk.my_it_learning.link","Allez dans My IT Learning","53"
"support.my_service_desk.chat.content","Si vous avez besoin d'assistance supplémentaire, cliquez ici pour joindre une personne de My Service Desk et communiquer avec lui <strong>resolve your issue on-line.</strong>","53"
"support.my_service_desk.chat.link","Start chat now","53"
"support.my_it_learning.presentation","Veuillez trouver ici <strong>toutes les informations nécessaires pour un usage optimal des applications et outils IT</strong>.","53"
"support.my_it_learning.title_popular","Solutions les plus populaires","53"
"support.my_it_learning.title_result","{{ value }} resultat(s)","53"
"support.my_it_learning.link_solution","Allez à la solution","53"
"support.my_it_learning.label_categories","Catégories de Solutions","53"
"support.my_it_learning.label_articles","Articles","53"
"support.my_it_learning.label_faqs","FAQ questions","53"
"support.my_it_learning.icon_popular","Plus Poluaires","53"
"support.my_it_learning.title_target","Cible","53"
"support.my_it_learning.overviews_title","Aperçu","53"
"support.my_it_learning.quickly_info.most_popular","Solution la plus populaire","53"
"support.my_it_learning.quickly_info.mobility","Mobilité ","53"
"support.my_it_learning.quickly_info.cost","Coût ","53"
"support.my_it_learning.quickly_info.easy_to_use","Facile à utiliser ","53"
"support.my_it_learning.filter_category.solution_categories","Categories de Solutions ","53"
"support.my_it_learning.filters.security","Securité","53"
"support.my_it_learning.filters.at_the_office","Au bureau","53"
"support.my_it_learning.filters.administrative_tools","Outils et applications d'administration","53"
"support.my_it_learning.filters.collaboration","Collaboration","53"
"support.my_it_learning.filters.messaging","Messagerie","53"
"support.my_it_learning.filters.remote_connectivity","connexion distante","53"
"services.presentation","Browse through the <strong>IT store: commander des appareils, des services ou télécharger la plupart des applications directement</strong>, gérer <strong> vos IT Assets et vos consommations</strong>.","53"
"services.title_home","Bienvenue dans My Services","53"
"services.menu.myasset","My Asset","53"
"services.menu.myassetsteam","Equipe My Asset","53"
"services.it_store.title_service","Services","53"
"services.it_store.title_asset","Assets","53"
"services.it_store.item_no_result","{{ type }} non trouvé pour le critère {{ criteria }}","53"
"services.it_store.one_result","Un résultat","53"
"services.it_store.results","résultats","53"
"services.it_store.no_result","Aucun resultat","53"
"services.it_store.most_popular_title","Plus populair","53"
"services.it_store.see_all","Voir tout","53"
"services.it_store.see_popular","Voir les plus populairs","53"
"services.it_store.service_questions","Questions de Service","53"
"services.it_store.action_questions","Questions d'Action","53"
"services.it_store.by_year","par an","53"
"services.it_store.instruction1","","53"
"services.it_store.ratings_title","Votes d'utilisateurs","53"
"services.it_store.satisfaction_title","Satisfaction d'utilisateurs","53"
"services.it_store.nb_ratings_total","( {{ nb }} votes )","53"
"services.it_store.nb_ratings_total_one","( 1 vote )","53"
"services.it_store.nb_ratings","{{ nb }} votes","53"
"services.it_store.nb_ratings_one","1 vote","53"
"services.it_store.no_ratings","Aucu vote. Envoyez votre vote !","53"
"services.it_store.star","étoile","53"
"services.it_store.stars","étoiles","53"
"services.it_store.rating","vote","53"
"services.it_store.ratings","votes","53"
"services.it_store.rating_success","Merci pour votre vote !","53"
"services.it_store.no_rating_single","Aucun vote.","53"
"services.it_store.comments_title","Commentaires utilisateurs","53"
"services.it_store.comment_success","Merci pour votre commentaire !","53"
"services.it_store.no_comments","aucun utilisateur n'a laissé de commentaire, soyez le premier !","53"
"services.it_store.related_actions","Actions similaires","53"
"services.it_store.title_opinion","Laissez-nous votre opinion","53"
"services.it_store.request_button_application","<i class=""fa fa-shopping-cart""></i> Ajouter cette application","53"
"services.it_store.request_button_action","<i class=""fa fa-shopping-cart""></i> Ajouter cette action","53"
"services.it_store.need_to_request_application.is_free","Cette application est gratuite","53"
"services.it_store.need_to_request_application.teranga","Aucun code teranga pour votre Alstom Id.","53"
"services.it_store.modal_request.title","Demande d'application","53"
"services.it_store.modal_request.quite","Fermer la demande d'application","53"
"services.it_store.modal_request.deploy","Envoyer la demande !","53"
"services.it_store.modal_request.deploying","Déploiement en cours, veuillez patienter SVP...","53"
"services.it_store.modal_request.error","Une erreur est survenue.","53"
"services.it_store.modal_request.waiting_approved","Cette application requiert l'approbation de votre Manager et du niveau 2 pour être installé sur votre ordinateur.<br> Après l'approbation, vous devrez attendre qu'un message s'affiche sur votre écran vous proposant de poursuivre l'installation.<br /><br /> <strong>Attention:</strong> Vous devez impérativement être connecté au réseau Alstom pour que l'installation puisse s'effectuer. Si vous ne vous connectez pas dans les 10 jours, la requête sera annulée. Attention: une fois que la demande d'application est validée par le niveau 2, elle ne peut être annulée.","53"
"services.it_store.modal_request.waiting_approved_and_deployed","Cette application requiert l'approbation de votre Manager et du niveau 2 pour être installé sur votre ordinateur.<br /> Après l'approbation, vous devrez attendre jusqu'à 10 jours ouvrés pour qu'un technicien vous contacte et procède à l'installation.<br /><br /> <strong>Attention:</strong> une fois que la demande d'application est validée par le niveau 2, elle ne peut être annulée.","53"
"services.it_store.modal_request.success_complete","Vous devrez attendre qu'un message s'affiche sur votre écran vous proposant de poursuivre l'installation.<br /><br /> <strong>Attention:</strong> Vous devez impérativement être connecté au réseau Alstom pour que l'installation puisse s'effectuer. Si vous ne vous connectez pas dans les 10 jours, la requête sera annulée.","53"
"services.it_store.modal_request.send","Nous envoyons votre demande...","53"
"services.it_store.modal_request.label.choose_computer_default","Sélectionnez votre ordinateur","53"
"services.it_store.modal_request.label.choose_package","Choisissez un package","53"
"services.it_store.modal_request.label.choose_package_default","Sélectionnez une langue et une version","53"
"services.it_store.modal_request.label.give_a_reason","Raison (obligatoire)","53"
"services.it_store.modal_request.label.version","Version ","53"
"services.it_store.modal_request.label.language","Langue ","53"
"services.my_asset.name","My Asset","53"
"services.my_asset.title_computers","Ordinateur","53"
"services.my_asset.title_mobiles","Mobiles","53"
"services.my_asset.enable","activé","53"
"services.my_asset.disable","désactivé","53"
"services.my_asset.asset_name","Nom","53"
"services.my_asset.serial_number","Numéro de série","53"
"services.my_asset.manufacturer","Constructeur","53"
"services.my_asset.phone_number","Numéro de téléphone","53"
"services.my_asset.no_computers","Vous n'avez pas d'ordinateur.","53"
"services.my_asset.no_mobiles","Vous n'avez pas de mobile.","53"
"services.my_asset.filter_categories","Catégories Asset","53"
"services.my_asset.filters.mobile","Mobile","53"
"services.my_asset.filters.computer","Ordinateur","53"
"services.my_asset.pcoob.new.configuration.message","Veuillez sélectionner la configuration de votre ordinateur","53"
"services.my_asset.pcoob.new.configuration.form.invalid","Vous devez remplir tous les champs suivants","53"
"services.my_asset.pcoob.new.applications.crap.name","Applications non ALSTOM","53"
"services.my_asset.pcoob.new.shipping.name","Site d'envoi","53"
"services.my_asset.pcoob.new.shipping.form.invalid","Vous devez sélectionner un site de réception ci-dessous","53"
"services.my_asset.pcoob.new.messages.request.success","Votre demande a été enregistrée et sera traitée dans les prochaines 24 heures.","53"
"services.my_asset.pcoob.show.name","Résumé de la demande d'ordinateur","53"
"services.my_asset.pcoob.request.order_status.INITIAL","Validation de la demande d'ordinateur en cours","53"
"services.my_asset.pcoob.request.order_status.ON_DELIVERY","Ordinateur en cours de livraison","53"
"services.my_asset.pcoob.request.order_status.DELIVERED","Ordinateur en cours de livraison","53"
"services.my_asset.pcoob.request.request_delivery_date","Date de livraison estimée","53"
"services.my_asset.pcoob.request.revised_delivery_date","","53"
"services.my_assets_team.name","Equipe My Asset","53"
"services.my_assets_team.user","Utilisateur","53"
"services.my_assets_team.no_team","Vous n'avez d'équipe.","53"
"services.my_assets_team.no_computers","{{ user.first_name }} {{ user.last_name}} n'a pas d'ordinateur.","53"
"services.my_assets_team.no_mobiles","{{ user.first_name }} {{ user.last_name}} n'a pas de mobile.","53"
"services.e_procurement.e_pass.title","ePass Alstom","53"
"services.e_procurement.e_pass.description","Mise en oeuvre d'une solution d'e-acquisition commune pour gérer le processus “Procure-To-Order (“P2O”)“ :<ul><li>pour certaines Indirect Categories</li><li>pour réaliser un maximum d'économies sur les coûts de matériels et de transactions</li><li>pour mener avec conformité un processus central d'acquisition commun.</li></ul>","53"
"services.e_procurement.isis_grid.title","ISIS Grid","53"
"services.e_procurement.isis_grid.description","--WAIT TEXT ISIS","53"
"services.e_procurement.isis_grid.restricted","Restreint aux utilisateurs Grid","53"
"services.my_consumptions.bill.telephony_title","Consommations téléphoniques","53"
"services.my_consumptions.bill.lync_title","Consommations Lync","53"
"services.my_consumptions.bill.national_call","Appel National","53"
"services.my_consumptions.bill.international_call","Appel International","53"
"services.my_consumptions.bill.national_data","Données mobiles utilisées (national)","53"
"services.my_consumptions.bill.international_data","Données mobiles utilisées (international)","53"
"services.my_consumptions.bill.calls","appels","53"
"services.my_consumptions.bill.call","appel","53"
"services.my_consumptions.bill.number_calls","A participé à l'appel","53"
"services.my_consumptions.bill.duration_call","Total du temps passé en appel","53"
"services.my_approvals.to_do","A faire","53"
"services.my_approvals.in_progress","En cours","53"
"services.my_approvals.done","Fait","53"
"services.my_approvals.no_approvals.to_do","Aucune approbation en attente.","53"
"services.my_approvals.no_approvals.in_progress","Aucune approbation en cours.","53"
"services.my_approvals.no_approvals.done","Aucune approbation archivée.","53"
"services.my_approvals.error_message","Une erreur est survenue.","53"
"services.my_approvals.success_message","Cette demande a été mise à jour.","53"
"services.my_approvals.cancel_error","Veuillez réessayer.","53"
"services.my_approvals.details.title","Détails de la demande","53"
"services.my_approvals.details.title_card","Demande de {{ first_name }} {{ last_name }}","53"
"services.my_approvals.details.button.approve","Approver cette demande","53"
"services.my_approvals.details.button.reject","Rejeter cette demande","53"
"services.my_approvals.details.button.cancel","Annuler cette demande","53"
"services.my_approvals.details.step.created","Demande envoyée","53"
"services.my_approvals.details.step.approver1","Première validation","53"
"services.my_approvals.details.step.approver2","Seconde validation","53"
"services.my_approvals.details.step.finished","Demande terminée","53"
"services.my_approvals.details.name","Nom de package","53"
"services.my_approvals.details.type","Type de demande","53"
"services.my_approvals.details.requester","Nom du demandeur","53"
"services.my_approvals.details.computer","Ordinateur du demandeur","53"
"services.my_approvals.details.request_reason","Message du demandeur","53"
"services.my_approvals.details.approvers","Approveurs","53"
"services.my_approvals.details.creation_date","Date de création","53"
"services.my_approvals.details.request_details","Détails de la demande","53"
"services.my_approvals.details.status","Statut de la demande","53"
"services.my_approvals.status_done.approve","Terminé","53"
"home.name","Tout votre IT en un clic ","53"
"home.myAccounts.presentation","<strong>Gérer</strong> votre <strong>profil</strong> et vos <strong>équipes</strong>.","53"
"home.myServices.presentation","Parcourir l'<strong>IT store: commander des appareils, des services ou télécharger la plupart des applications directement</strong>, gérer vos <strong>IT Assets et consommations</strong>.","53"
"home.alstomOrganization.name","Organisation d'Alstom","53"
"home.alstomOrganization.presentation","<strong>Recherchez rapidement un collègue dans le répertoire d'Alstom</strong> et naviguer dans la charte organisationnelle d'Alstom.","53"
"home.news.name","Yammer News","53"
"home.links.yammer","Yammer","53"
"home.links.alstom","Alstom","53"
"home.links.university","Alstom University","53"
"authentication.smartcard_title","SmartCard SESAM","53"
"authentication.otp_title","OTP","53"
"authentication.cad_accound_title","Compte CAD","53"
"authentication.password_title","Authentification du compte CAD","53"
"authentication.password_description","Authentifiez-vous avec votre compte CAD","53"
"authentication.sign_in","Se connecter","53"
"authentication.log_out","Se déconnecter","53"
"authentication.password.login","Alstom ID","53"
"authentication.password.pass","Mot de passe CAD","53"
"authentication.otp.login","DOMX\Alstom ID","53"
"authentication.otp.ad_password","Mot de passe AD","53"
"authentication.otp.otp_password","Mot de passe OTP","53"
"authentication.in_progress","Authentification ...","53"
"search.history","Historique","53"
"search.results","résultats","53"
"search.one_result","un résultat","53"
"search.clear","Tout effacer","53"
"search.name","Recherche globale","53"
"search.result","Résultat de la recherche","53"
"search.no_result","Aucun résultat pour le critère ""{{ criteria }}""","53"
"search.waiting"," - Merci de patienter pendant la recherche","53"
